RegionName,City,Metro,CountyName,Year,GrowthRate
55403,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,2020,-2.081502554
96815,Honolulu,"Urban Honolulu, HI",Honolulu County,2020,-2.052178067
28202,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2020,-2.051563557
95050,Santa Clara,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2020,-2.044094865
90404,Santa Monica,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-2.04162591
77081,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2021,-2.040046876
20005,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2021,-2.034862705
33131,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2017,-2.021882105
48030,Hazel Park,"Detroit-Warren-Dearborn, MI",Oakland County,2017,-2.014832436
94403,San Mateo,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2020,-2.004403139
20005,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2020,-1.998702568
7302,Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,2021,-1.998155672
94062,Emerald Lake Hills,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2021,-1.997199132
90020,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-1.992955571
95926,Chico,"Chico, CA",Butte County,2022,-1.989532349
11225,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-1.986420978
94607,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,2020,-1.983197099
10022,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2021,-1.969122752
77007,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2020,-1.961186653
60610,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2020,-1.944854668
92612,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2020,-1.939679525
94306,Palo Alto,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2020,-1.927478014
20036,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2021,-1.921755053
20910,Silver Spring,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2020,-1.906770931
94306,Palo Alto,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2021,-1.900024577
10033,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2021,-1.894069336
94611,Piedmont,"San Francisco-Oakland-Berkeley, CA",Alameda County,2021,-1.875797703
94404,Foster City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2020,-1.869771478
94704,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,2021,-1.830877788
96744,Kaneohe,"Urban Honolulu, HI",Honolulu County,2021,-1.815378737
79938,El Paso,"El Paso, TX",El Paso County,2016,-1.8094597
94066,San Bruno,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2020,-1.807031184
10065,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2021,-1.806971345
2108,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,2021,-1.806002142
77384,Conroe,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,2020,-1.801530187
75201,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,2020,-1.792684092
87107,Albuquerque,"Albuquerque, NM",Bernalillo County,2020,-1.774824912
77024,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2020,-1.774032509
77381,Spring,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,2016,-1.764875863
43110,Columbus,"Columbus, OH",Franklin County,2022,-1.762263952
73013,Edmond,"Oklahoma City, OK",Oklahoma County,2016,-1.755745241
67203,Wichita,"Wichita, KS",Sedgwick County,2021,-1.735768125
10001,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2017,-1.732885624
33139,Miami Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2017,-1.707600165
95051,Santa Clara,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2020,-1.698326939
95624,Elk Grove,"Sacramento-Roseville-Folsom, CA",Sacramento County,2018,-1.697425783
97209,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,2020,-1.694771098
20852,North Bethesda,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2020,-1.691168668
2143,Somerville,"Boston-Cambridge-Newton, MA-NH",Middlesex County,2020,-1.687924603
76051,Grapevine,"Dallas-Fort Worth-Arlington, TX",Tarrant County,2020,-1.684396654
27103,Winston-Salem,"Winston-Salem, NC",Forsyth County,2020,-1.676062489
11102,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2021,-1.673180261
11213,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2021,-1.663499877
20001,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2020,-1.655392565
11217,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-1.652743276
10026,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2021,-1.651590387
94080,South San Francisco,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2021,-1.646823279
90034,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-1.642013542
20037,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2020,-1.637571544
20190,Reston,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,2020,-1.635517177
10032,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2020,-1.63190238
10037,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2020,-1.631367686
80216,Denver,"Denver-Aurora-Lakewood, CO",Denver County,2020,-1.621717571
60005,Arlington Heights,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2020,-1.604561284
10032,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2021,-1.598813521
70802,Baton Rouge,"Baton Rouge, LA",East Baton Rouge Parish,2021,-1.596650552
77382,Spring,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,2016,-1.595455268
77056,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2020,-1.571228709
20003,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2021,-1.570568283
94112,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,2021,-1.567316446
98122,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,2021,-1.565043892
94538,Fremont,"San Francisco-Oakland-Berkeley, CA",Alameda County,2020,-1.559658265
75001,Addison,"Dallas-Fort Worth-Arlington, TX",Dallas County,2020,-1.555955814
55408,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,2021,-1.553762265
2141,Cambridge,"Boston-Cambridge-Newton, MA-NH",Middlesex County,2020,-1.551961886
80905,Colorado Springs,"Colorado Springs, CO",El Paso County,2019,-1.537990517
20037,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2021,-1.528277998
90401,Santa Monica,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021,-1.525940961
77077,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2020,-1.51954962
78758,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,2020,-1.514442332
78735,,"Austin-Round Rock-Georgetown, TX",Travis County,2020,-1.503149041
97227,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,2020,-1.487849043
95050,Santa Clara,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2021,-1.482565088
2138,Cambridge,"Boston-Cambridge-Newton, MA-NH",Middlesex County,2020,-1.477563844
77057,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2020,-1.466240173
98102,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,2020,-1.462891199
98109,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,2020,-1.452692828
2144,Somerville,"Boston-Cambridge-Newton, MA-NH",Middlesex County,2020,-1.445574523
83705,Boise,"Boise City, ID",Ada County,2016,-1.445094152
77079,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2019,-1.437819013
78230,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,2018,-1.430436968
98122,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,2020,-1.422980452
2116,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,2020,-1.410826999
95014,Cupertino,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2021,-1.405949004
90035,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-1.398983906
75251,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,2020,-1.393212843
90057,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-1.389401588
85206,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2018,-1.38434253
78723,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,2019,-1.383353923
60606,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2021,-1.372939572
2129,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,2020,-1.366967029
85340,Litchfield Park,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2016,-1.357032656
11221,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2021,-1.340314138
90034,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021,-1.338500607
92122,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2020,-1.32168714
11249,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2018,-1.318403149
90094,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-1.316668224
94703,Berkeley,"San Francisco-Oakland-Berkeley, CA",Alameda County,2020,-1.316415407
80124,Lone Tree,"Denver-Aurora-Lakewood, CO",Douglas County,2020,-1.314221295
77079,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2020,-1.310245954
2139,Cambridge,"Boston-Cambridge-Newton, MA-NH",Middlesex County,2020,-1.30497013
20008,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2021,-1.304914718
55404,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,2021,-1.298553389
28211,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2020,-1.298378258
94596,Walnut Creek,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,2020,-1.297894422
55415,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,2021,-1.293929975
11385,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2021,-1.285937173
94044,Pacifica,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2021,-1.28415032
97201,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,2020,-1.281222222
11230,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2021,-1.275788985
20036,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2020,-1.274886958
92105,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2018,-1.272125294
94608,Emeryville,"San Francisco-Oakland-Berkeley, CA",Alameda County,2021,-1.267363077
48009,Birmingham,"Detroit-Warren-Dearborn, MI",Oakland County,2021,-1.229958711
11226,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2021,-1.227400149
11210,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2021,-1.227062775
75074,Plano,"Dallas-Fort Worth-Arlington, TX",Collin County,2021,-1.216288408
77019,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2020,-1.205716963
11206,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-1.198821923
77006,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2020,-1.195031593
22209,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,2020,-1.185400089
11374,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2021,-1.173234341
33131,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2016,-1.170984163
94402,San Mateo,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2021,-1.169096513
76102,Fort Worth,"Dallas-Fort Worth-Arlington, TX",Tarrant County,2020,-1.166183652
30308,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,2020,-1.164316605
28546,Jacksonville,"Jacksonville, NC",Onslow County,2016,-1.160081752
77386,Spring,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,2016,-1.150234276
10033,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2020,-1.137047225
75204,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,2020,-1.126635859
10280,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2017,-1.126560404
90025,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-1.123560056
90403,Santa Monica,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-1.12264207
11211,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-1.119624029
32801,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,2020,-1.11560378
92008,Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2017,-1.115202886
78759,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,2020,-1.113776097
77098,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2020,-1.112262702
60642,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2020,-1.110736272
22193,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,2021,-1.110248788
30339,Vinings,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,2020,-1.106866144
63301,Saint Charles,"St. Louis, MO-IL",Saint Charles County,2021,-1.097726009
10024,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2021,-1.086505606
90045,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-1.081014646
11211,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2018,-1.075522324
33707,Gulfport,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,2021,-1.075081155
11237,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-1.060667764
20814,Bethesda,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2020,-1.041999153
20009,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2021,-1.027056875
30346,Dunwoody,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,2020,-1.025016977
19107,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,2020,-1.01496571
98116,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,2021,-1.011425125
11375,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2021,-1.009999489
11221,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-1.009863234
63103,Saint Louis,"St. Louis, MO-IL",Saint Louis City,2021,-1.004768623
23060,Glen Allen,"Richmond, VA",Henrico County,2021,-1.004161802
61701,Bloomington,"Bloomington, IL",McLean County,2021,-0.999507574
90066,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-0.998731454
11103,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2021,-0.9721656
11231,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-0.972149225
95129,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2021,-0.970951692
90292,Marina del Rey,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-0.966595149
90064,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-0.966000599
95128,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2020,-0.964334952
78751,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,2020,-0.955149643
2151,Revere,"Boston-Cambridge-Newton, MA-NH",Suffolk County,2020,-0.953762528
21202,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,2020,-0.948524521
63109,Saint Louis,"St. Louis, MO-IL",Saint Louis City,2021,-0.946144007
22204,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,2020,-0.940325138
94122,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,2020,-0.935361326
11225,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2021,-0.918030788
33156,Pinecrest,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2020,-0.915017434
77025,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2020,-0.900201163
14216,Buffalo,"Buffalo-Cheektowaga, NY",Erie County,2021,-0.892756636
11205,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-0.892257655
2130,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,2020,-0.881596192
95129,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2020,-0.872321391
91324,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-0.865279108
95128,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,2021,-0.862068678
11222,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-0.861319261
55101,Saint Paul,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,2021,-0.860691056
98101,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,2020,-0.860258522
11101,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2020,-0.850051697
33647,Tampa,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,2021,-0.84839005
91203,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-0.840786936
90212,Beverly Hills,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021,-0.837816119
20002,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2020,-0.830288843
91364,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2021,-0.825328322
7030,Hoboken,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,2020,-0.820377578
11238,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-0.818005243
11237,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2018,-0.814978548
2135,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,2020,-0.806800988
22182,Vienna,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,2020,-0.80374901
11213,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-0.801204402
22102,McLean,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,2020,-0.793770219
98275,Mukilteo,"Seattle-Tacoma-Bellevue, WA",Snohomish County,2020,-0.792193177
50309,Des Moines,"Des Moines-West Des Moines, IA",Polk County,2020,-0.783523735
98126,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,2020,-0.778639946
11216,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-0.775877004
2140,Cambridge,"Boston-Cambridge-Newton, MA-NH",Middlesex County,2020,-0.772342648
94062,Emerald Lake Hills,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2020,-0.759185316
92011,Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2017,-0.745021351
11215,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2020,-0.736245669
77063,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2018,-0.72400639
90291,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2020,-0.705603821
66502,Manhattan,"Manhattan, KS",Riley County,2019,-0.70559793
66502,Manhattan,"Manhattan, KS",Riley County,2016,-0.704555571
11109,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,2018,-0.70376068
27834,Greenville,"Greenville, NC",Pitt County,2021,-0.701719577
98101,Seattle,"Seattle-Tacoma-Bellevue, WA",King County,2021,-0.699372286
60647,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2020,-0.695435616
11233,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2021,-0.685262873
20024,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2021,-0.684104384
77339,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2020,-0.683161384
